case_id,generator_variant,target_volume_fraction,target_mean_diameter_um,target_mean_ps,target_kappa,matrix_mu,matrix_alpha,matrix_d,fiber_mu,fiber_alpha,stabilizer_mu,stabilizer_alpha,preferred_direction_x,preferred_direction_y,preferred_direction_z,seed,cpus,double_precision
case_0205,straight,0.376962,0.498654,0.8776,0,100.172567,-20.749041,0,983.59484,7.689823,1,2,1,0,0,42,4,FALSE
case_0206,straight,0.313017,0.564577,0.8776,0,270.91328,-21.408907,0,709.57475,27.248353,1,2,1,0,0,42,4,FALSE
case_0207,straight,0.35805,0.559318,0.8776,0,215.286892,-20.413981,0,377.544412,4.585573,1,2,1,0,0,42,4,FALSE
case_0208,straight,0.32891,0.548847,0.8776,0,133.914153,-9.651536,0,509.015684,18.036239,1,2,1,0,0,42,4,FALSE
case_0209,straight,0.319518,0.471519,0.8776,0,286.235779,-12.066754,0,163.454165,9.790254,1,2,1,0,0,42,4,FALSE
case_0210,straight,0.309636,0.520607,0.8776,0,234.28829,-12.698264,0,282.081303,27.27521,1,2,1,0,0,42,4,FALSE
case_0211,straight,0.372396,0.413043,0.8776,0,375.393111,-10.082473,0,203.895029,28.422747,1,2,1,0,0,42,4,FALSE
case_0212,straight,0.363668,0.466191,0.8776,0,109.251256,-19.124712,0,333.610282,26.892118,1,2,1,0,0,42,4,FALSE
case_0213,straight,0.399279,0.493779,0.8776,0,112.847392,-9.706885,0,197.224997,2.18636,1,2,1,0,0,42,4,FALSE
case_0214,straight,0.338194,0.429095,0.8776,0,167.068882,-17.853444,0,178.608274,20.044925,1,2,1,0,0,42,4,FALSE
case_0215,straight,0.319931,0.558965,0.8776,0,141.152269,-23.727369,0,735.010901,4.976399,1,2,1,0,0,42,4,FALSE
case_0216,straight,0.391076,0.49652,0.8776,0,85.431239,-15.879435,0,586.627833,4.734526,1,2,1,0,0,42,4,FALSE
case_0217,straight,0.31966,0.488323,0.8776,0,356.571369,-15.123567,0,312.223394,12.895847,1,2,1,0,0,42,4,FALSE
case_0218,straight,0.36504,0.507891,0.8776,0,329.888867,-4.32648,0,403.073572,28.701094,1,2,1,0,0,42,4,FALSE
case_0219,straight,0.3528,0.562021,0.8776,0,82.425323,-24.169332,0,113.703236,16.748072,1,2,1,0,0,42,4,FALSE
case_0220,straight,0.341209,0.578303,0.8776,0,242.26736,-12.859622,0,445.656106,20.276448,1,2,1,0,0,42,4,FALSE
case_0221,straight,0.306257,0.491405,0.8776,0,107.419096,-19.842119,0,922.667632,2.978375,1,2,1,0,0,42,4,FALSE
case_0222,straight,0.36519,0.406495,0.8776,0,102.976039,-9.754119,0,978.380274,26.8242,1,2,1,0,0,42,4,FALSE
case_0223,straight,0.366941,0.539504,0.8776,0,384.303915,-20.878579,0,518.743639,22.349655,1,2,1,0,0,42,4,FALSE
case_0224,straight,0.305471,0.445716,0.8776,0,174.123602,-21.295475,0,241.781101,26.32473,1,2,1,0,0,42,4,FALSE
case_0225,straight,0.349763,0.460435,0.8776,0,192.778808,-12.745183,0,332.597026,25.475347,1,2,1,0,0,42,4,FALSE
case_0226,straight,0.302478,0.538853,0.8776,0,139.786003,-7.321344,0,573.616346,27.850085,1,2,1,0,0,42,4,FALSE
case_0227,straight,0.39183,0.568829,0.8776,0,191.872638,-14.387359,0,122.359071,25.095969,1,2,1,0,0,42,4,FALSE
case_0228,straight,0.304331,0.415295,0.8776,0,164.031311,-19.278807,0,277.646823,25.438227,1,2,1,0,0,42,4,FALSE
case_0229,straight,0.399492,0.511668,0.8776,0,327.518656,-5.036237,0,748.888801,12.726285,1,2,1,0,0,42,4,FALSE
case_0230,straight,0.316832,0.569443,0.8776,0,148.255864,-24.742199,0,128.034815,10.51956,1,2,1,0,0,42,4,FALSE
case_0231,straight,0.31281,0.435552,0.8776,0,206.084565,-14.559302,0,146.516233,13.577243,1,2,1,0,0,42,4,FALSE
case_0232,straight,0.314633,0.554496,0.8776,0,152.663501,-10.347189,0,187.059502,18.727004,1,2,1,0,0,42,4,FALSE
case_0233,straight,0.329964,0.532165,0.8776,0,258.267927,-19.198818,0,288.74486,22.084487,1,2,1,0,0,42,4,FALSE
case_0234,straight,0.324741,0.406328,0.8776,0,274.35513,-5.603016,0,153.35811,8.502895,1,2,1,0,0,42,4,FALSE
case_0235,straight,0.320523,0.552918,0.8776,0,99.481043,-6.691837,0,340.532252,8.678168,1,2,1,0,0,42,4,FALSE
case_0236,straight,0.357691,0.512775,0.8776,0,140.483774,-10.601553,0,382.26204,12.096419,1,2,1,0,0,42,4,FALSE
case_0237,straight,0.388041,0.519726,0.8776,0,124.300007,-10.396969,0,319.549179,3.172853,1,2,1,0,0,42,4,FALSE
case_0238,straight,0.394026,0.585933,0.8776,0,329.599455,-8.718734,0,578.175072,17.671156,1,2,1,0,0,42,4,FALSE
case_0239,straight,0.308066,0.441927,0.8776,0,149.943832,-17.154379,0,337.020838,8.573871,1,2,1,0,0,42,4,FALSE
case_0240,straight,0.336767,0.498079,0.8776,0,81.353508,-4.162411,0,744.914606,21.326378,1,2,1,0,0,42,4,FALSE
case_0241,straight,0.362679,0.457016,0.8776,0,222.78427,-16.14953,0,137.596889,29.379348,1,2,1,0,0,42,4,FALSE
case_0242,straight,0.38678,0.404705,0.8776,0,248.371652,-17.560379,0,280.999015,10.490665,1,2,1,0,0,42,4,FALSE
case_0243,straight,0.362149,0.53631,0.8776,0,290.028015,-23.07885,0,685.718268,25.376431,1,2,1,0,0,42,4,FALSE
case_0244,straight,0.342201,0.568024,0.8776,0,128.418388,-19.757723,0,265.246392,28.979709,1,2,1,0,0,42,4,FALSE
case_0245,straight,0.370556,0.595569,0.8776,0,187.288809,-22.00218,0,615.556723,17.704912,1,2,1,0,0,42,4,FALSE
case_0246,straight,0.331769,0.549106,0.8776,0,104.748768,-16.958177,0,694.873466,4.163412,1,2,1,0,0,42,4,FALSE
case_0247,straight,0.321158,0.422449,0.8776,0,102.628113,-5.408049,0,288.153142,13.719385,1,2,1,0,0,42,4,FALSE
case_0248,straight,0.36298,0.535167,0.8776,0,350.618758,-8.094356,0,813.622047,15.257154,1,2,1,0,0,42,4,FALSE
case_0249,straight,0.35834,0.422052,0.8776,0,145.407266,-4.501387,0,613.511411,19.982231,1,2,1,0,0,42,4,FALSE
case_0250,straight,0.382229,0.471306,0.8776,0,159.993957,-6.490731,0,436.778056,18.530215,1,2,1,0,0,42,4,FALSE
case_0251,straight,0.318637,0.432443,0.8776,0,143.89448,-6.514964,0,101.577783,19.341007,1,2,1,0,0,42,4,FALSE
case_0252,straight,0.319094,0.436351,0.8776,0,296.947598,-11.033649,0,518.804198,8.951737,1,2,1,0,0,42,4,FALSE
case_0253,straight,0.322602,0.595884,0.8776,0,381.770709,-21.951385,0,186.632259,6.255661,1,2,1,0,0,42,4,FALSE
case_0254,straight,0.339259,0.54203,0.8776,0,120.268938,-15.993439,0,404.304356,29.003246,1,2,1,0,0,42,4,FALSE
case_0255,straight,0.381862,0.425925,0.8776,0,353.94377,-19.209406,0,233.469357,5.792262,1,2,1,0,0,42,4,FALSE
case_0256,straight,0.348542,0.525546,0.8776,0,144.919508,-10.268643,0,595.977977,18.850027,1,2,1,0,0,42,4,FALSE
case_0257,straight,0.32931,0.510238,0.8776,0,241.574476,-8.146357,0,501.464193,23.216864,1,2,1,0,0,42,4,FALSE
case_0258,straight,0.398099,0.5078,0.8776,0,97.985529,-4.136455,0,103.667563,8.587183,1,2,1,0,0,42,4,FALSE
case_0259,straight,0.316192,0.514074,0.8776,0,250.082293,-19.368949,0,315.345586,27.734357,1,2,1,0,0,42,4,FALSE
case_0260,straight,0.3668,0.56401,0.8776,0,224.634243,-16.025311,0,222.064369,17.959799,1,2,1,0,0,42,4,FALSE
case_0261,straight,0.353239,0.524262,0.8776,0,86.357263,-8.412327,0,429.598449,25.84396,1,2,1,0,0,42,4,FALSE
case_0262,straight,0.384589,0.451204,0.8776,0,291.566678,-5.66413,0,489.684488,25.04526,1,2,1,0,0,42,4,FALSE
case_0263,straight,0.321574,0.538533,0.8776,0,322.419208,-21.632123,0,451.379762,6.607991,1,2,1,0,0,42,4,FALSE
case_0264,straight,0.360711,0.435282,0.8776,0,146.003086,-10.426684,0,263.332068,21.084445,1,2,1,0,0,42,4,FALSE
case_0265,straight,0.302815,0.497853,0.8776,0,88.668865,-18.723008,0,128.889467,4.76104,1,2,1,0,0,42,4,FALSE
case_0266,straight,0.334359,0.492198,0.8776,0,252.095334,-20.802608,0,202.701392,11.417196,1,2,1,0,0,42,4,FALSE
case_0267,straight,0.331337,0.524608,0.8776,0,127.820663,-22.695597,0,101.027205,10.906881,1,2,1,0,0,42,4,FALSE
case_0268,straight,0.317416,0.520574,0.8776,0,369.440605,-20.094223,0,102.33966,29.13296,1,2,1,0,0,42,4,FALSE
case_0269,straight,0.352877,0.577936,0.8776,0,328.412432,-11.632777,0,318.312293,4.575277,1,2,1,0,0,42,4,FALSE
case_0270,straight,0.324083,0.570983,0.8776,0,247.323048,-14.856978,0,507.619719,15.026145,1,2,1,0,0,42,4,FALSE
case_0271,straight,0.377157,0.463139,0.8776,0,160.928933,-24.63238,0,313.963453,23.85672,1,2,1,0,0,42,4,FALSE
case_0272,straight,0.399175,0.515125,0.8776,0,224.160712,-11.605032,0,230.504343,15.152922,1,2,1,0,0,42,4,FALSE
case_0273,straight,0.354545,0.499085,0.8776,0,284.109364,-5.905946,0,150.767929,17.37889,1,2,1,0,0,42,4,FALSE
case_0274,straight,0.348332,0.478101,0.8776,0,368.480628,-4.950039,0,447.236615,20.870837,1,2,1,0,0,42,4,FALSE
case_0275,straight,0.370948,0.578149,0.8776,0,276.255623,-22.475966,0,210.040761,16.130849,1,2,1,0,0,42,4,FALSE
case_0276,straight,0.326812,0.51774,0.8776,0,101.183804,-11.500064,0,261.334532,16.827948,1,2,1,0,0,42,4,FALSE
case_0277,straight,0.372204,0.574994,0.8776,0,297.343068,-19.499723,0,592.191413,2.08621,1,2,1,0,0,42,4,FALSE
case_0278,straight,0.303823,0.490868,0.8776,0,87.38335,-7.357551,0,365.09216,18.437243,1,2,1,0,0,42,4,FALSE
case_0279,straight,0.340811,0.403983,0.8776,0,263.186177,-11.662783,0,144.207331,29.175921,1,2,1,0,0,42,4,FALSE
case_0280,straight,0.37888,0.449591,0.8776,0,82.341201,-20.207806,0,529.006316,15.365817,1,2,1,0,0,42,4,FALSE
case_0281,straight,0.396495,0.544072,0.8776,0,203.86289,-12.1846,0,239.249621,9.115602,1,2,1,0,0,42,4,FALSE
case_0282,straight,0.355629,0.589992,0.8776,0,156.004046,-12.78406,0,503.985904,17.985441,1,2,1,0,0,42,4,FALSE
case_0283,straight,0.363877,0.449699,0.8776,0,182.081159,-23.628556,0,257.386848,12.377921,1,2,1,0,0,42,4,FALSE
case_0284,straight,0.32418,0.467538,0.8776,0,90.301983,-24.891615,0,650.788691,15.880252,1,2,1,0,0,42,4,FALSE
case_0285,straight,0.3673,0.476369,0.8776,0,89.875461,-15.599853,0,139.676679,21.83311,1,2,1,0,0,42,4,FALSE
case_0286,straight,0.314294,0.57639,0.8776,0,158.601431,-6.948514,0,133.114828,5.232747,1,2,1,0,0,42,4,FALSE
case_0287,straight,0.37357,0.549213,0.8776,0,223.320869,-20.44667,0,128.296563,19.597068,1,2,1,0,0,42,4,FALSE
case_0288,straight,0.381358,0.4293,0.8776,0,279.391432,-8.864309,0,136.438618,2.883418,1,2,1,0,0,42,4,FALSE
case_0289,straight,0.390496,0.424338,0.8776,0,246.252553,-20.732926,0,843.850217,18.746497,1,2,1,0,0,42,4,FALSE
case_0290,straight,0.308509,0.417381,0.8776,0,323.844296,-9.900211,0,840.365071,11.591666,1,2,1,0,0,42,4,FALSE
case_0291,straight,0.351433,0.455585,0.8776,0,124.746056,-14.208536,0,221.443782,22.551581,1,2,1,0,0,42,4,FALSE
case_0292,straight,0.342104,0.493569,0.8776,0,119.891097,-5.946482,0,154.621836,28.590542,1,2,1,0,0,42,4,FALSE
case_0293,straight,0.322429,0.401088,0.8776,0,312.369001,-19.421682,0,180.639021,21.216839,1,2,1,0,0,42,4,FALSE
case_0294,straight,0.385788,0.536047,0.8776,0,240.816918,-9.675511,0,140.257561,17.912492,1,2,1,0,0,42,4,FALSE
case_0295,straight,0.379232,0.440581,0.8776,0,93.517906,-9.81516,0,250.454188,12.855444,1,2,1,0,0,42,4,FALSE
case_0296,straight,0.395316,0.47332,0.8776,0,292.000154,-21.574424,0,121.331553,8.064715,1,2,1,0,0,42,4,FALSE
case_0297,straight,0.345964,0.508175,0.8776,0,214.735343,-8.917244,0,212.810703,5.472632,1,2,1,0,0,42,4,FALSE
case_0298,straight,0.337973,0.567306,0.8776,0,277.900649,-14.870243,0,248.228702,19.310055,1,2,1,0,0,42,4,FALSE
case_0299,straight,0.36919,0.439888,0.8776,0,206.965052,-16.074993,0,784.682988,12.683904,1,2,1,0,0,42,4,FALSE
case_0300,straight,0.323802,0.423416,0.8776,0,280.491189,-11.674542,0,155.415409,20.152797,1,2,1,0,0,42,4,FALSE
case_0301,straight,0.386278,0.485225,0.8776,0,81.057985,-12.558873,0,475.512045,20.462214,1,2,1,0,0,42,4,FALSE
case_0302,straight,0.337331,0.414005,0.8776,0,80.218414,-14.276092,0,149.11067,24.350767,1,2,1,0,0,42,4,FALSE
case_0303,straight,0.384768,0.588699,0.8776,0,123.459532,-9.917308,0,101.83221,24.449782,1,2,1,0,0,42,4,FALSE
case_0304,straight,0.316995,0.594115,0.8776,0,93.485227,-19.25978,0,602.713485,23.336178,1,2,1,0,0,42,4,FALSE
case_0305,straight,0.393376,0.559119,0.8776,0,111.888977,-8.898861,0,189.938111,7.90778,1,2,1,0,0,42,4,FALSE
case_0306,straight,0.344319,0.529813,0.8776,0,393.545671,-20.682714,0,574.888526,14.86602,1,2,1,0,0,42,4,FALSE
case_0307,straight,0.315567,0.413846,0.8776,0,153.192552,-14.724909,0,123.976466,6.318226,1,2,1,0,0,42,4,FALSE
case_0308,straight,0.370679,0.513812,0.8776,0,287.830789,-13.722802,0,324.252992,24.220627,1,2,1,0,0,42,4,FALSE
case_0309,straight,0.335256,0.481678,0.8776,0,97.160653,-7.012891,0,434.544703,11.620594,1,2,1,0,0,42,4,FALSE
case_0310,straight,0.322911,0.532738,0.8776,0,150.411362,-13.564835,0,107.90979,5.104279,1,2,1,0,0,42,4,FALSE
case_0311,straight,0.305814,0.423753,0.8776,0,214.267876,-17.046635,0,176.132018,17.008893,1,2,1,0,0,42,4,FALSE
case_0312,straight,0.303447,0.494786,0.8776,0,141.532939,-5.784017,0,466.081088,17.368462,1,2,1,0,0,42,4,FALSE
case_0313,straight,0.343384,0.491066,0.8776,0,142.304007,-13.842813,0,336.041115,28.509959,1,2,1,0,0,42,4,FALSE
case_0314,straight,0.327359,0.552539,0.8776,0,80.762325,-24.462792,0,301.987288,19.673806,1,2,1,0,0,42,4,FALSE
case_0315,straight,0.336112,0.546379,0.8776,0,149.731806,-4.836715,0,195.922943,28.13841,1,2,1,0,0,42,4,FALSE
case_0316,straight,0.305911,0.585081,0.8776,0,184.748905,-20.385114,0,425.942054,26.458844,1,2,1,0,0,42,4,FALSE
case_0317,straight,0.317029,0.4789,0.8776,0,362.216891,-13.947189,0,354.521909,9.630189,1,2,1,0,0,42,4,FALSE
case_0318,straight,0.371656,0.568219,0.8776,0,244.203775,-21.383948,0,932.04695,4.443198,1,2,1,0,0,42,4,FALSE
case_0319,straight,0.313335,0.482136,0.8776,0,249.468162,-11.311375,0,820.229155,29.347283,1,2,1,0,0,42,4,FALSE
case_0320,straight,0.396143,0.424582,0.8776,0,313.9874,-21.305776,0,170.203628,26.140808,1,2,1,0,0,42,4,FALSE
case_0321,straight,0.323778,0.58958,0.8776,0,255.963247,-19.704137,0,257.898784,4.847885,1,2,1,0,0,42,4,FALSE
case_0322,straight,0.3405,0.560829,0.8776,0,217.02092,-23.203178,0,258.565587,22.866868,1,2,1,0,0,42,4,FALSE
case_0323,straight,0.38692,0.514639,0.8776,0,245.507603,-18.274632,0,164.640944,19.802959,1,2,1,0,0,42,4,FALSE
case_0324,straight,0.349555,0.475798,0.8776,0,364.089078,-23.702899,0,109.983374,22.023489,1,2,1,0,0,42,4,FALSE
case_0325,straight,0.315873,0.574675,0.8776,0,100.910424,-13.667694,0,523.336836,3.546727,1,2,1,0,0,42,4,FALSE
case_0326,straight,0.320314,0.556525,0.8776,0,264.383588,-12.031468,0,352.435164,23.129523,1,2,1,0,0,42,4,FALSE
case_0327,straight,0.373338,0.491951,0.8776,0,202.221105,-20.46662,0,377.945134,29.417772,1,2,1,0,0,42,4,FALSE
case_0328,straight,0.398274,0.459502,0.8776,0,172.831426,-14.30581,0,395.800861,2.138661,1,2,1,0,0,42,4,FALSE
case_0329,straight,0.380359,0.57902,0.8776,0,134.184579,-9.071004,0,118.733801,18.001594,1,2,1,0,0,42,4,FALSE
case_0330,straight,0.371479,0.513659,0.8776,0,101.967899,-5.303933,0,455.60571,24.805153,1,2,1,0,0,42,4,FALSE
case_0331,straight,0.382723,0.469323,0.8776,0,82.708159,-8.330508,0,263.964386,18.29285,1,2,1,0,0,42,4,FALSE
case_0332,straight,0.354943,0.52324,0.8776,0,117.38123,-11.790681,0,289.592343,27.020157,1,2,1,0,0,42,4,FALSE
case_0333,straight,0.300144,0.450445,0.8776,0,308.500816,-7.564528,0,143.816412,23.607245,1,2,1,0,0,42,4,FALSE
case_0334,straight,0.332233,0.470491,0.8776,0,227.931165,-15.204982,0,189.343788,19.696688,1,2,1,0,0,42,4,FALSE
case_0335,straight,0.332092,0.428566,0.8776,0,394.052119,-24.776905,0,853.094063,29.756366,1,2,1,0,0,42,4,FALSE
case_0336,straight,0.320812,0.480056,0.8776,0,318.902471,-4.515424,0,133.66757,16.583168,1,2,1,0,0,42,4,FALSE
case_0337,straight,0.313908,0.404347,0.8776,0,177.585961,-13.080094,0,515.274223,19.494918,1,2,1,0,0,42,4,FALSE
case_0338,straight,0.381413,0.531875,0.8776,0,180.944643,-20.915935,0,486.808051,16.79891,1,2,1,0,0,42,4,FALSE
case_0339,straight,0.354639,0.545958,0.8776,0,358.873942,-23.298162,0,900.383287,3.527941,1,2,1,0,0,42,4,FALSE
case_0340,straight,0.308816,0.575459,0.8776,0,351.617209,-5.585482,0,240.805048,18.308948,1,2,1,0,0,42,4,FALSE
case_0341,straight,0.369759,0.54112,0.8776,0,320.424319,-24.492336,0,896.504649,20.304414,1,2,1,0,0,42,4,FALSE
case_0342,straight,0.330486,0.580365,0.8776,0,143.65214,-17.168515,0,306.453493,11.803579,1,2,1,0,0,42,4,FALSE
case_0343,straight,0.361398,0.467231,0.8776,0,80.404674,-23.439707,0,177.722351,24.905803,1,2,1,0,0,42,4,FALSE
case_0344,straight,0.32959,0.463397,0.8776,0,175.284987,-8.889346,0,183.534685,9.931673,1,2,1,0,0,42,4,FALSE
case_0345,straight,0.333773,0.402648,0.8776,0,303.05696,-20.787356,0,731.81826,26.68516,1,2,1,0,0,42,4,FALSE
case_0346,straight,0.399321,0.560145,0.8776,0,298.289081,-21.196739,0,358.534805,27.384962,1,2,1,0,0,42,4,FALSE
case_0347,straight,0.369333,0.430106,0.8776,0,249.778532,-23.239302,0,451.870176,25.634839,1,2,1,0,0,42,4,FALSE
case_0348,straight,0.339369,0.409605,0.8776,0,129.494136,-16.198306,0,126.290574,9.141088,1,2,1,0,0,42,4,FALSE
case_0349,straight,0.315214,0.555317,0.8776,0,97.920229,-9.281316,0,746.686091,8.219565,1,2,1,0,0,42,4,FALSE
case_0350,straight,0.307528,0.585389,0.8776,0,212.912634,-10.554164,0,116.19629,9.302035,1,2,1,0,0,42,4,FALSE
case_0351,straight,0.309812,0.439661,0.8776,0,394.852435,-9.714813,0,104.106017,9.967049,1,2,1,0,0,42,4,FALSE
case_0352,straight,0.378245,0.52732,0.8776,0,148.680068,-7.115906,0,421.838188,16.528247,1,2,1,0,0,42,4,FALSE
case_0353,straight,0.360176,0.514477,0.8776,0,201.348164,-21.227835,0,172.424012,4.888077,1,2,1,0,0,42,4,FALSE
case_0354,straight,0.301037,0.421634,0.8776,0,111.684113,-16.609862,0,158.021184,19.519268,1,2,1,0,0,42,4,FALSE
case_0355,straight,0.357759,0.45691,0.8776,0,237.011824,-19.470109,0,287.192868,22.948551,1,2,1,0,0,42,4,FALSE
case_0356,straight,0.341524,0.506179,0.8776,0,156.825813,-24.033521,0,181.772547,6.472419,1,2,1,0,0,42,4,FALSE
case_0357,straight,0.328737,0.584131,0.8776,0,364.552732,-4.711209,0,795.82904,18.377218,1,2,1,0,0,42,4,FALSE
case_0358,straight,0.374,0.468288,0.8776,0,349.618898,-8.103366,0,161.268682,27.431821,1,2,1,0,0,42,4,FALSE
case_0359,straight,0.33973,0.433086,0.8776,0,123.064718,-21.42711,0,229.592618,3.863414,1,2,1,0,0,42,4,FALSE
case_0360,straight,0.372625,0.415106,0.8776,0,83.075571,-13.794112,0,297.25942,10.331271,1,2,1,0,0,42,4,FALSE
case_0361,straight,0.34704,0.581224,0.8776,0,195.021298,-12.597811,0,115.155794,7.71723,1,2,1,0,0,42,4,FALSE
case_0362,straight,0.341778,0.5538,0.8776,0,118.92291,-23.091186,0,302.20594,26.650596,1,2,1,0,0,42,4,FALSE
case_0363,straight,0.352412,0.519574,0.8776,0,95.775297,-12.814486,0,248.727596,21.949754,1,2,1,0,0,42,4,FALSE
case_0364,straight,0.398634,0.413556,0.8776,0,189.803527,-10.158362,0,933.675838,5.399206,1,2,1,0,0,42,4,FALSE
case_0365,straight,0.31099,0.576457,0.8776,0,219.922325,-12.665113,0,221.144504,29.539556,1,2,1,0,0,42,4,FALSE
case_0366,straight,0.346115,0.483672,0.8776,0,81.948795,-10.860727,0,917.119636,19.622097,1,2,1,0,0,42,4,FALSE
case_0367,straight,0.315766,0.547586,0.8776,0,168.361692,-20.008969,0,232.478455,17.255411,1,2,1,0,0,42,4,FALSE
case_0368,straight,0.349836,0.400152,0.8776,0,129.740158,-21.806468,0,837.404613,27.165747,1,2,1,0,0,42,4,FALSE
case_0369,straight,0.351774,0.439567,0.8776,0,365.8948,-19.05118,0,173.403462,29.601123,1,2,1,0,0,42,4,FALSE
case_0370,straight,0.326231,0.564704,0.8776,0,343.153116,-8.669279,0,473.354735,8.349733,1,2,1,0,0,42,4,FALSE
case_0371,straight,0.373839,0.590514,0.8776,0,173.702644,-16.725877,0,105.676181,7.753747,1,2,1,0,0,42,4,FALSE
case_0372,straight,0.368007,0.563222,0.8776,0,220.521513,-6.390898,0,166.479809,3.069797,1,2,1,0,0,42,4,FALSE
case_0373,straight,0.361735,0.56061,0.8776,0,154.711501,-13.37211,0,227.80759,13.537891,1,2,1,0,0,42,4,FALSE
case_0374,straight,0.351517,0.53743,0.8776,0,399.343122,-8.384391,0,799.909046,3.316171,1,2,1,0,0,42,4,FALSE
case_0375,straight,0.318089,0.448932,0.8776,0,178.870828,-13.448791,0,305.214983,13.42999,1,2,1,0,0,42,4,FALSE
case_0376,straight,0.314752,0.547736,0.8776,0,196.680072,-7.790966,0,754.921677,16.168068,1,2,1,0,0,42,4,FALSE
case_0377,straight,0.317889,0.597113,0.8776,0,181.238534,-12.677537,0,707.29404,21.143472,1,2,1,0,0,42,4,FALSE
case_0378,straight,0.38659,0.526094,0.8776,0,381.188716,-10.252967,0,328.337418,3.747033,1,2,1,0,0,42,4,FALSE
case_0379,straight,0.338278,0.56931,0.8776,0,213.894169,-20.153516,0,696.339757,28.861977,1,2,1,0,0,42,4,FALSE
case_0380,straight,0.34352,0.478485,0.8776,0,240.293946,-18.67025,0,319.925502,12.770147,1,2,1,0,0,42,4,FALSE
case_0381,straight,0.300945,0.570325,0.8776,0,185.586349,-9.989172,0,547.218447,7.159289,1,2,1,0,0,42,4,FALSE
case_0382,straight,0.325245,0.572203,0.8776,0,346.084456,-22.682306,0,106.548647,6.825606,1,2,1,0,0,42,4,FALSE
case_0383,straight,0.388347,0.510651,0.8776,0,146.566523,-9.744235,0,147.326303,12.997806,1,2,1,0,0,42,4,FALSE
case_0384,straight,0.316537,0.43032,0.8776,0,193.372901,-8.650461,0,222.502777,10.54465,1,2,1,0,0,42,4,FALSE
case_0385,straight,0.377986,0.488403,0.8776,0,303.900692,-24.967458,0,130.772856,25.395695,1,2,1,0,0,42,4,FALSE
case_0386,straight,0.370778,0.469475,0.8776,0,316.223049,-19.98599,0,124.337239,15.292964,1,2,1,0,0,42,4,FALSE
case_0387,straight,0.399928,0.431694,0.8776,0,244.756594,-22.958436,0,134.619731,15.401094,1,2,1,0,0,42,4,FALSE
case_0388,straight,0.357034,0.598498,0.8776,0,233.804134,-18.364062,0,155.134439,22.734565,1,2,1,0,0,42,4,FALSE
case_0389,straight,0.38464,0.502505,0.8776,0,163.107823,-23.808179,0,113.900673,2.71258,1,2,1,0,0,42,4,FALSE
case_0390,straight,0.380717,0.495731,0.8776,0,275.585049,-9.04433,0,262.43503,15.920421,1,2,1,0,0,42,4,FALSE
case_0391,straight,0.389034,0.414392,0.8776,0,337.414848,-16.324971,0,155.793219,19.954233,1,2,1,0,0,42,4,FALSE
case_0392,straight,0.355949,0.40607,0.8776,0,378.152673,-6.162043,0,167.890893,24.120811,1,2,1,0,0,42,4,FALSE
case_0393,straight,0.311418,0.479772,0.8776,0,132.036727,-18.789184,0,277.047262,24.873409,1,2,1,0,0,42,4,FALSE
case_0394,straight,0.378732,0.592326,0.8776,0,248.965079,-19.681083,0,198.842864,14.97139,1,2,1,0,0,42,4,FALSE
case_0395,straight,0.381299,0.578521,0.8776,0,84.102775,-9.155211,0,270.825741,19.019376,1,2,1,0,0,42,4,FALSE
case_0396,straight,0.367813,0.540974,0.8776,0,215.136039,-17.974201,0,171.303584,13.076561,1,2,1,0,0,42,4,FALSE
case_0397,straight,0.33578,0.401964,0.8776,0,163.678096,-21.785463,0,307.951313,12.216176,1,2,1,0,0,42,4,FALSE
case_0398,straight,0.339064,0.584783,0.8776,0,194.67145,-23.421321,0,107.49398,10.215242,1,2,1,0,0,42,4,FALSE
case_0399,straight,0.388294,0.494361,0.8776,0,201.859314,-8.601646,0,400.823288,22.517102,1,2,1,0,0,42,4,FALSE
case_0400,straight,0.30943,0.48458,0.8776,0,169.216882,-16.756715,0,184.663704,17.636565,1,2,1,0,0,42,4,FALSE
case_0401,straight,0.376115,0.405784,0.8776,0,128.38164,-5.273098,0,561.079047,22.108793,1,2,1,0,0,42,4,FALSE
case_0402,straight,0.328004,0.431992,0.8776,0,86.100198,-18.534096,0,724.263439,8.461753,1,2,1,0,0,42,4,FALSE
case_0403,straight,0.309338,0.515469,0.8776,0,387.161371,-13.230751,0,132.032536,13.176198,1,2,1,0,0,42,4,FALSE
case_0404,straight,0.365485,0.458114,0.8776,0,296.034763,-21.739853,0,520.250842,4.87817,1,2,1,0,0,42,4,FALSE
case_0405,straight,0.389952,0.501594,0.8776,0,301.56854,-20.233291,0,671.278483,23.174875,1,2,1,0,0,42,4,FALSE
case_0406,straight,0.361429,0.539084,0.8776,0,110.373638,-15.520599,0,148.166893,13.37509,1,2,1,0,0,42,4,FALSE
case_0407,straight,0.368642,0.581967,0.8776,0,212.210637,-20.367876,0,657.103651,11.645368,1,2,1,0,0,42,4,FALSE
case_0408,straight,0.312165,0.58559,0.8776,0,181.7875,-14.153474,0,376.139783,9.33611,1,2,1,0,0,42,4,FALSE
case_0409,straight,0.327539,0.531716,0.8776,0,242.805882,-12.093081,0,286.11707,13.154947,1,2,1,0,0,42,4,FALSE
case_0410,straight,0.323014,0.425524,0.8776,0,144.782396,-15.178856,0,229.924046,20.879202,1,2,1,0,0,42,4,FALSE
